context,from,to,weight
elf-day,coveragecare,alzheimerssoc,1
national-dementia-carers-2018,sleepycat65,alzheimerssoc,2
mental-health-awareness-week-2018,jlp131,MHResist,1
mens-health-week-2018,sincerelyessie,aimsonhealth,2
wear-purple-for-jia-2018,jen_preston1,strat_observer,1
national-dyslexia-week-2018,tjamesness,BDAdyslexia,1
national-dementia-carers-2018,adrian_friel02,alzheimerssoc,2
ocd-awareness-week-2018,devonlcarter,emcingvale,1
16-days-of-action-2018,maisygriffiths,UniofBath,1
national-dyslexia-week-2018,ysjphysio,alistairm,1
brain-awareness-week-2018,aliyu_nana,TENofficial,2
mnd-awareness-month-2018,hazelskel53,chelseadee6,1
dry-january-2018,katslo4,ChocTradingCo,2
ocd-awareness-week-2018,0en0philliac,lwbean,2
dementia-action-week-2018,wrx_labour,mason4233,1
nutrition-and-hydration-week-2018,mynameisandyj,WhippsDietitian,9
dry-january-2018,island_lola,31DOVER,2
no-smoking-day-2018,nteeshpoolnhsft,feenjo,2
brain-injury-week-2018,lblawpi,HeadwayESussex,1
cervical-cancer-prevention-week-2018,cervicalscreen1,samyarwood89,2
epilepsy-awareness-purple-day-2018,cathyspartanj,KUHoops,1
rare-disease-day-2018,kandigirl50,TakedaOncology,2
carers-week-2018,carersni,sinnfeinireland,1
national-dyslexia-week-2018,z_helman,thinkpix_suze,2
dry-january-2018,ciarangearoid,LeinsterBranch,1
epilepsy-awareness-purple-day-2018,ebyzio,Elizabeth_Ann_M,2
epilepsy-awareness-purple-day-2018,roseinmisery,JennieJacques1,1
jeans-for-genes-day,nevermindbitch8,JeansforGenes,1
jeans-for-genes-day,lottieclayton13,ChorleyBS,2
elf-day,wjaldiss,EveningNews,1
stress-awareness-day,drsuepatdermvet,TheKennelClubUK,2
wear-purple-for-jia-2018,debbie_fearon,VersusArthritis,1
eating-disorder-awareness-week-2018,gailfarrelly,LindaLeeKing,2
nutrition-and-hydration-week-2018,mynameisandyj,HannahTimms7,1
no-smoking-day-2018,angeladynes17,CancerFocusNI,1
ovarian-cancer-awareness-month-2018,area24cruk,CR_UK,2
experience-of-care-week-2018,dr_whomever,UIHealth,1
time-to-talk-day-2018,fullcircle_play,FULLCIRCLE_play,1
experience-of-care-week-2018,samgoldbergnhs,croydonhealth,1
mental-health-awareness-week-2018,kajunbookworms,holly_bourneYA,1
rare-disease-day-2018,maqhubelakhaya,CatseyePest,2
no-smoking-day-2018,bblogrt,Rachael_Stray,4
stress-awareness-day,frank_marisa,mercola_espanol,2
mental-health-awareness-week-2018,_vfaisall,sportrelief,1
time-to-talk-day-2018,rorchestra,macmillancancer,1
wear-purple-for-jia-2018,bedazzle83,JIA_NRAS,1
elf-day,carolinearm,Girlingslawyers,2
nutrition-and-hydration-week-2018,shevyuk,HellonMarie,2
dry-january-2018,shepherdess1979,SeedlipDrinks,1
national-dementia-carers-2018,eldhoseofficial,HeathsideCH,2
mnd-awareness-month-2018,ah241,mndassoc,1
experience-of-care-week-2018,qhp8015,HCAhealthcare,2
experience-of-care-week-2018,pattimartinlr,AnnKruger7,1
carers-week-2018,pierradio,Appeal4Change,2
national-dementia-carers-2018,kairenroche,CareQualityComm,2
elf-day,alzsoclondon,alzheimerssoc,2
wear-purple-for-jia-2018,bcrd_study,CapsieNair,2
experience-of-care-week-2018,alevine014,NiswongerCHosp,2
jeans-for-genes-day,_nialler_xoxo__,JeansforGenes,1
cervical-cancer-prevention-week-2018,lozenge11,Scouse_ma,2
ovarian-cancer-awareness-month-2018,hope4heather,RobinSCohen,1
eating-disorder-awareness-week-2018,child_leeds,YoungMindsUK,2
national-dementia-carers-2018,pearson124,alzheimerssoc,2
rare-disease-day-2018,epiphvnyy,kalianefayepoet,1
jeans-for-genes-day,ftdtable,JeansforGenes,1
brain-awareness-week-2018,osteoschmitt,BIUSante,2
elf-day,traffordementia,INRU3Stroke1,1
epilepsy-awareness-purple-day-2018,__artie__,DeirdreBlagg,2
16-days-of-action-2018,janelleweissman,phumzileunwomen,2
dementia-action-week-2018,robinpaulinman,VerityLongley,2
elf-day,flipskip1,LitterboxComics,2
no-smoking-day-2018,harrogatenhsft,NorthYorks_SFL,2
brain-awareness-week-2018,henrypowellw,RHNuk,1
eating-disorder-awareness-week-2018,sarahloftus_,BBCWorld,1
ocd-awareness-week-2018,jehoshaboola,Rogers_BH,2
dry-january-2018,nunningtoncow,ChocTradingCo,2
national-dyslexia-week-2018,tiassl,BarringtonStoke,3
nutrition-and-hydration-week-2018,mynameisandyj,rachel_sansbury,1
brain-awareness-week-2018,jaziielg,ka_pegah,1
mnd-awareness-month-2018,scotrail,MNDScotland,1
brain-injury-week-2018,shephard_sam,HyphenLaw,2
carers-week-2018,lesleyhagger,NorthantsCarers,2
mental-health-awareness-week-2018,ladyleo1976,mentalhealth,2
stress-awareness-day,lynne_mount,IrnStu,2
elf-day,nitu_23,PCsDRAG0N,2
nutrition-and-hydration-week-2018,mynameisandyj,kattstephens1,1
epilepsy-awareness-purple-day-2018,epilepsy_durham,CKDOTerry,1
16-days-of-action-2018,mbhamlyn,thewomens,2
dementia-action-week-2018,mason4233,talkolderpeople,1
brain-injury-week-2018,osborneslawyers,OsbornesCycling,1
ovarian-cancer-awareness-month-2018,sicksicklysher,BethFratesMD,2
ocd-awareness-week-2018,farewelldecency,lwbean,2
elf-day,rebeccajane29,thesovrangroup,2
dry-january-2018,louchaud,DrinkTg,2
elf-day,officialbedale,nfbBedale,2
national-dyslexia-week-2018,kenny_michele,BDAdyslexia,1
carers-week-2018,mynameisandyj,carersweek,1
rare-disease-day-2018,augustomuench,BoehringerSA,6
dementia-action-week-2018,taxiguru2010,TECAngelUK,2
mental-health-awareness-week-2018,eley01,depressionarmy,1
carers-week-2018,mynameisandyj,Joanna_Rapson,2
brain-injury-week-2018,vhgill,NorfolkWHeadway,2
16-days-of-action-2018,sgsc_rmit,CHPVic,2
jeans-for-genes-day,lilpeachlwt,MrsAnneTwist,2
rare-disease-day-2018,zannafranna,flexiblegeek,1
national-dyslexia-week-2018,livinginhope,DiverseLearners,2
eating-disorder-awareness-week-2018,becky_1983,RDaSH_CAMHS,2
dementia-action-week-2018,judycoach,ARUKnews,1
mnd-awareness-month-2018,susanevans73,alex_morty,2
jeans-for-genes-day,lisaob98,ShakailaFB,1
elf-day,alzsoceanglia,DorringtonsLtd,1
epilepsy-awareness-purple-day-2018,franksza1,MissJainaSolo,2
brain-injury-week-2018,bodagallon,PbrownNeuro,1
carers-week-2018,janedanforth,johnwalsh88,1
rare-disease-day-2018,bethecureab,Chris_Anselmo,1
stress-awareness-day,thegorilla1972,brian_bilston,2
elf-day,girlingslawyers,alzheimerssoc,1
carers-week-2018,dtrhinke,henleymayor1,2
cervical-cancer-prevention-week-2018,komenpugetsound,CDC_Cancer,2
16-days-of-action-2018,vanessaheard6,DogsTrust,2
epilepsy-awareness-purple-day-2018,ebyzio,stardust1006,1
rare-disease-day-2018,hardknoxfirst,RVAwonk,2
mnd-awareness-month-2018,brainwavetony,mndassoc,1
mens-health-week-2018,coolmentoring,HowManyMiles_,2
national-dyslexia-week-2018,arwenwilcock,soundcube,2
cervical-cancer-prevention-week-2018,shalisa_renee,AmericanCancer,2
epilepsy-awareness-purple-day-2018,janusgoneawry,MasterJediMara,2
jeans-for-genes-day,jowilson_ignite,GeneticDisUK,1
time-to-talk-day-2018,ntuyoufirstss,samsmithworld,1
dementia-action-week-2018,djdavebeeson,Tradehelpuk,2
national-dementia-carers-2018,stw_daa,alzheimerssoc,4
dementia-action-week-2018,toonlibraries,ToonLibraries,1
time-to-talk-day-2018,npjarrowhebburn,northumbriapol,2
dry-january-2018,jimbob296,CamdenBrewery,1
16-days-of-action-2018,djritu1,UN_Women,2
mnd-awareness-month-2018,katielouhull,AnnaMcMorrin,1
dementia-action-week-2018,theprdoctoruk,celesiouk,2
experience-of-care-week-2018,negusjennie,GilbMiriam,1
time-to-talk-day-2018,8belmo_,Zoella,1
epilepsy-awareness-purple-day-2018,stardust1006,skywalker_saber,1
jeans-for-genes-day,carolinebridge8,findacure_fdn,2
mnd-awareness-month-2018,tvvictoriag,ron_pictaview,2
national-dementia-carers-2018,susannshaw,CareQualityComm,2
carers-week-2018,bridgethethoma1,NHSEngland,2
national-dyslexia-week-2018,rashbrj,BPMorg_Scrutton,2
rare-disease-day-2018,siobhangaynor,claireoconnell,1
dry-january-2018,whichpennysmith,kategarraway,2
carers-week-2018,catheineamanda,NHSEngland,2
national-dyslexia-week-2018,nadsn_uk,martynsibley,2
no-smoking-day-2018,cambs_lpc,HealthyPboro,2
brain-injury-week-2018,headway_dundee,HeadwayUK,2
experience-of-care-week-2018,annkruger7,TerriSonger,2
no-smoking-day-2018,stopsmokinger1,HealthTrainers1,1
dry-january-2018,zoesomebody,dryjanuary,1
mens-health-week-2018,robyeldham,VersusArthritis,1
jeans-for-genes-day,icenimagazine,WGAsolicitors,2
dementia-action-week-2018,nghhammerson,DementiaUK,2
mnd-awareness-month-2018,ajdiveded,NickGoldup1,2
carers-week-2018,aspiring2cic,MyDoncaster,2
eating-disorder-awareness-week-2018,jenniedrabble,nchawkes,2
wear-purple-for-jia-2018,louisestilgoe,Ed_Miliband,2
brain-injury-week-2018,nwabimanchester,SPTherapySvcs,1
time-to-talk-day-2018,hindired,stephenfry,2
rare-disease-day-2018,edicogenome,EdicoGenome,1
national-dyslexia-week-2018,b_digifab,Jisc,2
mental-health-awareness-week-2018,1of2vics,aliciacollin,1
mnd-awareness-month-2018,kylaravs,Mrtompayne,2
elf-day,mjbfoodservice,NotaroCare,2
no-smoking-day-2018,vapingit,DampfFreiheit,2
rare-disease-day-2018,cfaware,cffschroeder,2
rare-disease-day-2018,lasehrman,TheEDSociety,2
mens-health-week-2018,maineoptions,MedicareGov,2
brain-awareness-week-2018,dobbsgirl88,MichaelJFoxOrg,2
eating-disorder-awareness-week-2018,hhsgov,StopBullyingGov,2
elf-day,kimberleybond83,TanyaMadden20,1
dementia-action-week-2018,compege_,AvrilChaffeyPR,2
ocd-awareness-week-2018,melophilic,lwbean,2
ovarian-cancer-awareness-month-2018,thetalentguru,StylistMagazine,2
elf-day,mannerspimblett,MannersPimblett,1
national-dementia-carers-2018,burno2012,CareQualityComm,2
national-dementia-carers-2018,scouselel,CareQualityComm,2
national-dementia-carers-2018,windwaker75,SamBradley40,2
eating-disorder-awareness-week-2018,jenkenward,YoungMindsUK,2
mens-health-week-2018,emceeslim,DrKatyKamkar,2
time-to-talk-day-2018,pitcher_lise,DionneKelly10,2
epilepsy-awareness-purple-day-2018,fundraisingyes,FundraisingYES,1
no-smoking-day-2018,debbietenovus,tenovuscancer,2
mnd-awareness-month-2018,xpress_slr,NickGoldup1,2
stress-awareness-day,enya1235,Edu_Broker,2
time-to-talk-day-2018,stephenparkerf1,ZoeSugg,1
stress-awareness-day,debralindh,brian_bilston,2
epilepsy-awareness-purple-day-2018,uncleprober,skysarahjane,1
elf-day,fifthdumbledore,nickjonas,1
ovarian-cancer-awareness-month-2018,nocc_ma,NOCC_National,2
stress-awareness-day,anniecamb,Museum_Wellness,2
wear-purple-for-jia-2018,topmarknorwich,FramEarl,1
epilepsy-awareness-purple-day-2018,epilepsyswo,ZenCopTPS,1
cervical-cancer-prevention-week-2018,speak1882,samyarwood89,2
wear-purple-for-jia-2018,burnetbasher,Ed_Miliband,2
nutrition-and-hydration-week-2018,sianmorganb,J_Matthews_Art,1
carers-week-2018,carer49,Sibs_uk,1
national-dyslexia-week-2018,margomac2,alistairm,1
rare-disease-day-2018,men_with_scad,rarediseaseday,2
ovarian-cancer-awareness-month-2018,micheleelliot10,NHSEngland,2
nutrition-and-hydration-week-2018,mynameisandyj,theRCN,1
nutrition-and-hydration-week-2018,tillyboss,rachel_sansbury,1
dry-january-2018,wisebartenderuk,StPetersBrewery,1
experience-of-care-week-2018,tarrt,GenerationsPT,2
cervical-cancer-prevention-week-2018,compcarecenter1,CDCChronic,2
stress-awareness-day,1986celtics,DogsTrust,2
dementia-action-week-2018,dementiacentre,DesignRealityUK,2
stress-awareness-day,marg_nowaczyk,scottishbktrust,2
cervical-cancer-prevention-week-2018,mark_linehan,jackie_linehan,1
nutrition-and-hydration-week-2018,gavinuhdb,NHWeek,1
eating-disorder-awareness-week-2018,mayatamsgray,BeatEDSupport,2
mens-health-week-2018,coolmentoring,urbanfitnesstc,2
mens-health-week-2018,tcmurphy151,lustforlife,1
dementia-action-week-2018,bptheyounger,grahamemorris,2
brain-awareness-week-2018,luisb,Psych_Review,2
elf-day,sheils49,alzheimerssoc,1
cervical-cancer-prevention-week-2018,uofuhealth,sarasalmon_AYA,1
brain-awareness-week-2018,luciahipolito2,Neuro_mascleta,1
eating-disorder-awareness-week-2018,hannah_w_vlogs,beatED,1
wear-purple-for-jia-2018,woodsvan4,Ed_Miliband,2
experience-of-care-week-2018,chandachacon,AcsArchildrens,1
mens-health-week-2018,foodtechbgs,safefood_eu,2
mental-health-awareness-week-2018,voicelessaddict,mh_awareness,1
experience-of-care-week-2018,mattgtimmons,SFMontenegro,2
nutrition-and-hydration-week-2018,andrearuss5,CwmTafDietetics,2
ovarian-cancer-awareness-month-2018,thrivevibes,BethFratesMD,2
elf-day,northmcrco_nhs,alzheimerssoc,1
cervical-cancer-prevention-week-2018,huntsmancancer,huntsmancancer,2
experience-of-care-week-2018,theoremlean,NYCHealthSystem,3
brain-awareness-week-2018,hopkinsneuro,HopkinsKavli,2
elf-day,priyank70209494,nickjonas,1
brain-awareness-week-2018,monescri,Luciahipolito2,2
brain-awareness-week-2018,dlhale310,FENSorg,2
no-smoking-day-2018,gogartymike,Provide_CIC,1
dry-january-2018,traceylew70,DrinkTg,2
16-days-of-action-2018,teacle1,DogsTrust,2
rare-disease-day-2018,flaca_flaca1,RareDiseases,2
cervical-cancer-prevention-week-2018,thedigitalgp,eveappeal,2
ocd-awareness-week-2018,purpledomm,OCDUK,2
experience-of-care-week-2018,nicola_mcminn,clairejukesey,1
elf-day,jessthompkemp,alzheimerssoc,1
ocd-awareness-week-2018,softcannoli,lwbean,2
cervical-cancer-prevention-week-2018,gyncsm,CDC_Cancer,2
16-days-of-action-2018,annthomas54,WIS_Adelaide,2
mnd-awareness-month-2018,0_burrows,mndassoc,1
brain-awareness-week-2018,dana_fdn,brainfilmfest,2
dementia-action-week-2018,paulfox109,CNCHinkleyPoint,2
epilepsy-awareness-purple-day-2018,_doc_ai,StanfordMed,1
cervical-cancer-prevention-week-2018,zuchanya,MayoCancerCare,2
ovarian-cancer-awareness-month-2018,house_rushett,NHSEngland,2
cervical-cancer-prevention-week-2018,tgachille,zopitaux,2
elf-day,anniecw67,alzheimerssoc,1
national-dementia-carers-2018,elizabethmcqui3,EmmaB1,1
rare-disease-day-2018,whoaman7,MelissaTweets,2
experience-of-care-week-2018,winslow_mark,AcsArchildrens,1
experience-of-care-week-2018,nobismhealth,savvy_coop,2
elf-day,bebadass12,PCsDRAG0N,2
national-dementia-carers-2018,arcad_ug,alzheimerssoc,2
national-dementia-carers-2018,cluckingpalace,alzheimerssoc,2
brain-awareness-week-2018,elizabeth_model,CKNW,1
elf-day,careuk,alzheimerssoc,1
dry-january-2018,ryanp198310,31DOVER,2
brain-injury-week-2018,cambraincns,NeuroConvention,3
ovarian-cancer-awareness-month-2018,lisaahop,OCRFA,1
carers-week-2018,joycemisoi1,equalnotts,1
national-dementia-carers-2018,suenewse99,CareQualityComm,2
epilepsy-awareness-purple-day-2018,jamesjimmy_h,The_D_Ness,1
carers-week-2018,poetrysociety,cherylmoskowitz,1
eating-disorder-awareness-week-2018,juliesmaddogs,normanlamb,2
brain-injury-week-2018,headwaywearside,RhonddaBryant,1
mental-health-awareness-week-2018,jlp131,blacktriangle1,1
mens-health-week-2018,rentstartspelth,mentalhealth,2
jeans-for-genes-day,louisisterx,MrsAnneTwist,2
stress-awareness-day,dugandav1,J21Coaching,2
eating-disorder-awareness-week-2018,mollie_lizzie91,beatED,2
nutrition-and-hydration-week-2018,cwmtafpodiatry,BDA_WalesBoard,1
wear-purple-for-jia-2018,laceyjade100,Ed_Miliband,2
wear-purple-for-jia-2018,capsienair,Ed_Miliband,2
dementia-action-week-2018,hammell_ann,DWP,2
ovarian-cancer-awareness-month-2018,stigetta,DukeCancer,1
stress-awareness-day,manderscarty,CSPD_HSE,2
cervical-cancer-prevention-week-2018,marketingmam,WBFServices,2
nutrition-and-hydration-week-2018,jeremyn1000,NHSuk,1
dementia-action-week-2018,jac88knight,tomdainty8,1
wear-purple-for-jia-2018,bloodhound_edu,UTCNorfolk,1
national-dementia-carers-2018,plderrington,CareQualityComm,2
mens-health-week-2018,darrylymca,mentalhealth,2
rare-disease-day-2018,rosso_sophia,RareDiseases,2
epilepsy-awareness-purple-day-2018,npgk_,JennieJacques1,3
ovarian-cancer-awareness-month-2018,jdsignaturesong,leahjordan77,1
nutrition-and-hydration-week-2018,menna_stocks,WHSmith,1
carers-week-2018,lil2380,c_oreilly,2
national-dementia-carers-2018,badgerlover78,alzheimerssoc,2
mens-health-week-2018,coolmentoring,usaveinclinics,2
mnd-awareness-month-2018,accessbuses,Vicky_100K4MNDA,2
elf-day,joshcrewsreally,LitterboxComics,2
brain-injury-week-2018,abialliance,ExCeLLondon,1
nutrition-and-hydration-week-2018,rachel_sansbury,EarleyTracy,5
16-days-of-action-2018,worcesterhour,ParentsVoiceWor,4
nutrition-and-hydration-week-2018,v15sts,ashover_team,2
wear-purple-for-jia-2018,mredwardsfehs,FramEarl,1
dry-january-2018,ciarangearoid,OldWesleyRFC,1
jeans-for-genes-day,minervinorm,Unique_charity,1
experience-of-care-week-2018,annjamesnhs,clairejukesey,1
dry-january-2018,h_igoe,SeedlipDrinks,1
national-dyslexia-week-2018,iwt11wing,soundcube,2
wear-purple-for-jia-2018,,JIA_Matters,2
dementia-action-week-2018,equalpeoplenet,uk_beyondwords,1
16-days-of-action-2018,whatnewsscience,LDNVictimsComm,2
wear-purple-for-jia-2018,sarahlouash,Girlguiding_OWE,1
rare-disease-day-2018,siobhangaynor,IrishTimesLife,1
time-to-talk-day-2018,hayleycorriganx,Zoella,1
ocd-awareness-week-2018,cdiamante778,lwbean,2
eating-disorder-awareness-week-2018,kittycormack,MQmentalhealth,1
16-days-of-action-2018,879caldwell,SRSGVAC,1
brain-injury-week-2018,zoeepix,EpixMedia,1
brain-awareness-week-2018,fdecastros,brainfilmfest,2
elf-day,mfcsecretangels,LeilaWildeMFC,1
rare-disease-day-2018,,MDAnews,2
stress-awareness-day,hm_morgan,aberdeenuni,2
elf-day,binbirakesh,thesovrangroup,2
brain-awareness-week-2018,kristaloveskale,OntarioBrain,2
brain-awareness-week-2018,mhs_appsych,neuroscience,2
ocd-awareness-week-2018,lyrekscribbles,lwbean,2
nutrition-and-hydration-week-2018,julieeau,SFHFT,2
carers-week-2018,janedanforth,carersweek,2
cervical-cancer-prevention-week-2018,nwemlive,bethbaldwinNWEM,1
eating-disorder-awareness-week-2018,lilgiraff_e,BeatEDSupport,1
dry-january-2018,meljaynew,fiercebeer,1
elf-day,united4allages,NotaroCare,2
dementia-action-week-2018,blaenauffestnow,edfenergy,1
dementia-action-week-2018,equalpeoplenet,EqualPeopleNet,1
wear-purple-for-jia-2018,sirpaget,lhaselip,2
nutrition-and-hydration-week-2018,mynameisandyj,Foodafactoflife,2
dry-january-2018,moralfibres,MoralFibres,2
jeans-for-genes-day,evik216,JeansforGenes,1
national-dyslexia-week-2018,ddyslexiact,MadeByDyslexia,2
epilepsy-awareness-purple-day-2018,coldcoldcola,JennieJacques1,2
jeans-for-genes-day,wallaceuofe,Tiny_Legs,2
wear-purple-for-jia-2018,taxbuzzuk,NRAS_UK,1
mnd-awareness-month-2018,mattpayne22,Mrtompayne,2
16-days-of-action-2018,macpresto1,Clare_Women,2
nutrition-and-hydration-week-2018,mynameisandyj,kldarrrock,2
carers-week-2018,janedanforth,InvolveT1,2
national-dyslexia-week-2018,creativeartjan,gdmorewood,1
mental-health-awareness-week-2018,cannonballread,ellen_cicconi,2
national-dyslexia-week-2018,kezzimc,thinkpix_suze,2
ovarian-cancer-awareness-month-2018,gnssfeed,NHSEngland,2
no-smoking-day-2018,auntiedora1,nidirect,2
nutrition-and-hydration-week-2018,stmaryscoaching,connected_coach,1
stress-awareness-day,mrslauraolivia,Edu_Broker,2
nutrition-and-hydration-week-2018,charitybegin3,mynameisAndyJ,2
wear-purple-for-jia-2018,matt_nras,JIA_NRAS,1
rare-disease-day-2018,heidigritt,cgritt12,2
eating-disorder-awareness-week-2018,sarahloftus_,Rhitrition,2
epilepsy-awareness-purple-day-2018,mpifko,ChildrensPgh,2
national-dyslexia-week-2018,equaliteach,EqualiTeach,2
mental-health-awareness-week-2018,queenofnerdvana,mh_awareness,1
dementia-action-week-2018,disabilitynorth,DisabilityNorth,1
ocd-awareness-week-2018,sotiroullaleon,staceylou_blog,2
ovarian-cancer-awareness-month-2018,davidagoodland,TargetOvarian,4
ovarian-cancer-awareness-month-2018,supriadi_herdi,BethFratesMD,2
cervical-cancer-prevention-week-2018,lcs1122,NFCR,2
nutrition-and-hydration-week-2018,bathelaura,kerry_morgans,1
ocd-awareness-week-2018,irsyadist,lwbean,2
jeans-for-genes-day,nikhilmahatma,medstarsuk,2
16-days-of-action-2018,drsuematthews,thewomens,2
carers-week-2018,johnwalsh88,Joanna_Rapson,2
